ID Candidato,PI,12,Nota Candidatura,E1,C1,E2,C2,E3,C3,E4,C4,E5,C5
329,15.1,18.9,17,1103,9086,1110,9847,3134,8005,1202,9005,1504,8358
330,14.6,16,15.3,1504,8358,604,8251,7035,L068,503,9081,3092,9147
331,19,15.6,17.3,501,9891,507,9238,3064,9105,3012,8016,1502,9790
332,15.9,18.9,17.4,1104,9147,1519,9104,1000,8358,3054,9147,3181,9850
333,15.9,13,14.45,903,L231,1107,9040,903,9015,3042,L175,3065,9119
334,12,16.7,14.35,3062,9717,400,9740,1109,9026,1103,8258,7020,L066
335,16.1,15.4,15.75,1502,9790,1502,9070,1103,9209,3064,9105,503,9147
336,13.9,14.1,14,1000,9499,501,9223,1503,9119,1000,9078,3152,9862
337,18.2,15.2,16.7,3031,9152,1506,9135,7075,9500,3145,9763,903,9119
338,14.4,13.2,13.8,150,9219,300,9147,3043,9125,1506,9914,1502,L010
339,18,14.3,16.15,504,9832,3102,9690,505,9133,3122,9147,1516,9023
340,16,18,17,1000,9147,204,9152,906,L188,1103,L227,501,8408
341,16.4,16.1,16.25,1516,9448,1000,9023,300,9016,7220,9504,1000,9853
342,17.2,18.1,17.65,3181,9853,7035,L068,1503,9223,903,L167,1503,9381
343,19.5,17.3,18.4,902,9917,906,L188,1501,9071,3163,9147,1518,L209
344,13.8,18.1,15.95,3043,9112,1000,8427,3063,L023,1107,9006,502,8067
345,15.4,18,16.7,170,9081,300,L223,1518,9474,3063,9061,6800,9448
346,13.6,13.6,13.6,300,9252,7230,L136,903,8036,3101,8476,903,L167
347,14.1,14.2,14.15,3118,9089,3102,9205,1107,9192,3152,L124,6800,9885
348,15.9,15.5,15.7,1507,9554,501,9099,1105,9099,505,9133,150,9853
349,16.7,13.2,14.95,3135,9123,3153,8111,3012,8016,400,L258,504,9494
350,18.3,14,16.15,3134,9205,1518,L221,1204,9015,1105,L236,1103,9011
351,14.6,14.4,14.5,400,9351,1506,9181,604,9081,602,L090,1503,9146
352,14.8,16.1,15.45,1000,9098,3138,9045,1202,9081,1507,9554,1506,9006
353,19.6,13.7,16.65,503,9240,1203,9113,3135,9117,1502,L010,7080,9500
354,14.4,18.3,16.35,1000,8427,1504,9078,1515,9087,1105,L209,3182,9109
355,19.8,17.8,18.8,505,L109,6800,9156,400,9020,1510,9068,1000,9240
356,15.8,14.1,14.95,7015,9504,203,9540,906,9155,7040,L101,7035,9500
357,17.1,16.1,16.6,3113,9231,1507,9554,1000,9113,1510,9841,1114,9066
358,15.9,14.4,15.15,1308,9853,6800,8366,3103,9457,501,9123,1306,9069
359,17.3,16.5,16.9,1107,L251,1000,9098,1506,8104,1107,L251,3135,9098
360,16.9,17.1,17,3023,9994,3043,9125,3243,L211,3064,9119,3181,9054
361,17,16.4,16.7,1506,9182,3064,9540,400,9740,3131,9563,3062,9853
362,13.4,11.3,12.35,7040,L101,1104,9081,5402,9007,6810,L276,1506,9181
363,16.4,12.8,14.6,3121,9238,3022,9010,3032,9112,3033,9074,6800,8014
364,16,14.8,15.4,1000,L218,1518,9121,1103,L227,1517,9147,507,9026
365,20,16.7,18.35,903,L231,1202,9204,3153,9629,1518,L209,7230,L067
366,15.2,13.7,14.45,1111,9707,1503,9113,903,L167,1506,9133,3032,9112
367,17.2,17.1,17.15,7210,9549,1518,L209,507,9238,3145,9763,1506,9133
368,14.5,19,16.75,903,9089,150,9135,3042,L175,3082,9205,150,L041
369,16.8,15.2,16,602,9104,1502,8399,6800,9147,1000,9223,3023,9119
370,17.2,13.4,15.3,1502,L010,7220,L068,1503,9011,1307,9107,203,9011
371,17.7,18,17.85,1000,9195,203,9210,1503,9385,3062,9853,7210,L068
372,16.3,14.8,15.55,3142,L179,1103,L227,201,9204,3031,9152,400,9015
373,14.9,15.5,15.2,1106,9494,901,9554,400,9707,1306,9219,903,9104
374,12.4,19,15.7,300,9041,400,9112,507,9219,1504,8358,904,9081
375,19.1,15.7,17.4,501,9141,1501,9071,903,9116,7065,9500,3101,9797
376,16.1,16.8,16.45,503,9147,3102,9690,3118,9455,1502,9754,505,9006
377,13,14.8,13.9,5402,8399,3062,9853,1107,9197,1513,L040,904,9081
378,16,15.2,15.6,1202,9219,1517,A013,201,9204,503,9240,602,9015
379,17.6,15.8,16.7,1510,9841,3082,9148,7005,9500,7092,9500,1507,9554
380,15.1,16,15.55,6810,L282,1507,9813,3012,8016,7015,8149,1515,9011
381,19.3,13.4,16.35,170,9081,3042,L175,1513,L040,903,8036,1000,L112
382,18.2,16.7,17.45,1110,9708,3135,9098,3064,9105,1105,L209,3134,9053
383,17.2,13.8,15.5,7005,8138,3103,9007,501,9113,501,9125,3063,9722
384,15.2,18.2,16.7,204,9240,1107,9192,7035,L068,902,9181,1321,9076
385,20,18.5,19.25,1107,L251,904,9081,3031,8402,7020,L067,3063,8519
386,15.6,13.3,14.45,501,L285,3043,9910,3064,9540,3118,9109,1506,9181
387,12.8,16.1,14.45,3134,8005,3331,9645,1504,8358,901,9554,1107,9139
388,17.9,12,14.95,7015,8149,300,L209,1518,9345,3242,L186,505,9182
389,14.9,13.5,14.2,3135,9936,505,9139,3117,9058,3182,9123,502,8067
390,10,17.9,13.95,3102,9123,1000,9056,3022,9853,3031,9759,3145,9763
391,18.3,18.8,18.55,7075,9500,7002,9500,7210,L066,300,9123,3063,8029
392,11.3,17.1,14.2,3062,8114,503,9081,3152,9112,3012,8016,604,8251
393,14.8,17.2,16,3152,9862,400,9740,1515,9099,3033,L260,6800,9240
394,15.8,13.4,14.6,507,9026,1201,9752,1000,9381,1104,9147,300,L202
395,13.5,14.4,13.95,501,L192,300,9002,605,9707,7001,9500,1515,9086
396,16.5,16.4,16.45,1107,9240,1519,9104,7015,L068,1000,9785,3123,9130
397,16.3,17.3,16.8,3151,9563,1105,9104,1308,9147,903,9119,1203,9113
398,13.5,13.8,13.65,400,9351,904,9081,3134,9053,507,9238,300,9146
399,17.4,16.1,16.75,901,9554,1103,9011,1506,L097,507,9238,400,9016
400,13.4,12.7,13.05,904,9081,903,9123,503,9147,3135,9117,3063,8519
401,16,18.8,17.4,150,9853,3182,8296,3134,9227,3043,9112,503,9240
402,14.3,12.2,13.25,501,8408,3051,9085,501,9455,3041,L029,7002,9500
403,15.9,14.8,15.35,901,9554,1518,9345,3033,L260,1518,L162,3062,9894
404,16.9,11,13.95,902,9182,6810,L282,1103,L227,1107,L251,1502,L010
405,17.1,17.4,17.25,1000,9785,6800,9157,1506,9182,501,8408,1518,9455
406,16.9,15,15.95,503,9147,903,L231,1508,9791,1516,8364,3051,L093
407,13.8,13.4,13.6,203,9003,502,8067,7001,9500,1000,9147,3182,9994
408,18.4,15,16.7,3142,L179,1518,L162,3101,8476,1518,L233,1111,9707
409,15.9,14.9,15.4,3082,9147,904,9081,604,9254,3083,L209,7230,9890
410,16.8,17,16.9,400,9240,503,9240,3087,9148,3102,9119,7010,9500
411,16.7,18.7,17.7,506,9548,3161,9016,603,9347,1517,9081,6810,L274
412,16.7,16,16.35,3243,L143,3043,9125,3063,8519,3102,9123,6800,9019
413,15.6,14.9,15.25,903,8036,505,9779,7210,8149,3081,9070,3113,8439
414,16.9,17.7,17.3,5402,9007,1000,9785,300,L202,501,9099,1000,9113
415,15.7,14.7,15.2,502,8067,902,9252,3102,9112,503,9081,1502,9904
416,17.3,19.7,18.5,3152,L069,201,9204,3162,9473,1000,L215,3163,9254
417,14.4,17.8,16.1,1501,9071,904,9081,7210,L067,7001,9500,6800,9119
418,15.6,19.5,17.55,501,L209,1504,8358,1103,8258,1105,9104,1000,9192
419,15.9,14.2,15.05,3135,9119,904,9081,3122,9070,7002,9500,400,9075
420,15.2,18.2,16.7,902,9145,505,9694,605,L256,400,8184,903,L231
421,11.3,19.6,15.45,3135,9098,1000,L229,300,9015,1507,9554,1105,9104
422,12.8,18.4,15.6,3135,9123,1507,9554,1202,9147,906,L188,300,9099
423,14,15,14.5,1000,9397,3102,9123,1503,9381,1114,9066,1504,9078
424,14.9,15.1,15,1000,9397,300,L202,1110,9813,1000,9006,300,L202
425,12.4,15.4,13.9,300,9096,3113,9191,1518,9455,1103,9146,1201,9752
426,15.7,14.3,15,1320,9500,1000,8358,3113,9222,3243,L211,1103,L227
427,20,18.1,19.05,170,9081,1506,9252,3101,9851,1202,9023,1502,L010
428,18.5,16.7,17.6,503,9081,3022,9853,7020,9500,1516,9229,3051,L093
429,13.8,16.7,15.25,1519,9104,1103,L096,300,9119,1518,9121,906,8259
430,14.5,15.9,15.2,3062,9675,3117,9476,3138,9045,3041,L029,1103,L227
431,18,19.1,18.55,300,9069,3182,9109,6800,9019,7001,9500,3118,9123
432,18.8,17.2,18,300,9455,1518,L162,3034,9173,6800,9189,7005,9500
433,18.1,16.7,17.4,3032,8409,3083,L269,300,9455,903,L167,604,9081
434,13.5,13.7,13.6,6810,L282,1000,9113,300,9002,1501,G008,3153,9627
435,11.7,13.9,12.8,3064,9105,501,L209,502,8067,7020,L067,604,9240
436,15.9,19.1,17.5,1518,L162,1110,9708,3131,9807,501,9123,3023,9994
437,15.1,15.4,15.25,1202,9853,1103,9011,7075,9500,904,9081,300,9011
438,17.4,17.5,17.45,7001,9500,501,8408,3031,9140,300,9194,1203,L253
439,15.9,15.4,15.65,903,9224,1103,9011,901,9554,1110,9847,3062,9898
440,14.6,15.5,15.05,1000,9019,1000,9455,1107,L251,7020,L068,1105,9123
441,17.5,17.2,17.35,3102,9690,3062,8114,7055,9556,3113,8439,1506,L097
442,20,19.9,19.95,7110,9177,3117,9058,1511,9219,502,8067,3134,9866
443,11.9,14.4,13.15,1516,9023,1103,8258,3042,9082,1502,8399,903,9224
444,15.9,15.3,15.6,3064,L209,3092,L196,1508,9791,501,9257,1107,9240
445,18.1,13.4,15.75,1104,9081,1502,8399,3091,9005,6800,9189,3102,8015
446,13.9,12.8,13.35,507,9026,1000,9019,1504,8358,3145,9763,1509,9847
447,13.7,16,14.85,3117,9889,6800,9098,1103,L227,400,9075,1508,9548
448,17.4,16.2,16.8,3118,9121,300,9194,400,9813,901,9554,501,9223
449,17.3,17.6,17.45,502,8067,7210,L067,3063,9722,3042,8323,7045,9890
450,13,16.3,14.65,3153,9629,1502,L010,1519,9098,1114,9066,6800,9927
451,16.5,14.5,15.5,1516,8014,1202,9147,3023,9119,3134,9870,1204,9554
452,17.8,15.5,16.65,1110,9813,1503,9011,501,9125,501,9119,6800,9098
453,17,17.2,17.1,1101,9554,3117,9242,3113,9231,903,L209,1518,L221
454,16.9,16.1,16.5,1503,9223,1105,9099,3135,9119,7015,9500,300,9016
455,18.4,17.6,18,1204,9554,3102,9886,507,9219,400,9139,3105,9207
456,18.9,13.3,16.1,503,9081,1105,L236,7210,L066,603,9243,3031,8402
457,16.2,17.1,16.65,7220,8152,1503,9209,1000,9113,3164,9498,3022,9010
458,16.3,16.2,16.25,1506,9204,1308,9081,7002,9500,903,L231,7110,9217
459,11.9,18.1,15,7015,8149,1000,9006,1503,9011,1000,9006,3113,9222
460,14.4,14.1,14.25,3105,L131,1519,9104,1504,9078,1516,9023,1114,9066
461,17.9,12.2,15.05,7065,9500,1503,9385,3113,8439,502,8067,602,9752
462,18.3,15.2,16.75,3112,9005,5402,9007,7230,8138,3064,9105,501,9141
463,14.9,16,15.45,300,9011,1105,9104,1516,9448,508,9707,3011,9056
464,17.2,14.3,15.75,1510,9162,3102,9648,3117,9889,1504,9078,902,9020
465,14.8,13,13.9,3113,9231,1502,9790,1105,L209,3134,9058,400,9048
466,14.5,15.2,14.85,203,9015,1501,9071,505,9135,3134,9043,3117,9476
467,15.9,18,16.95,3102,9991,300,9119,400,9020,3042,9084,1504,8358
468,15.9,15.9,15.9,3143,9498,3113,8439,7005,9500,3142,L179,400,9740
469,17.8,14.6,16.2,3117,9147,3062,9054,7210,L068,1109,9026,604,9229
470,16,11.3,13.65,902,9006,3031,9759,1518,9099,3065,9147,505,9139
471,16.8,18.1,17.45,1518,9099,3138,9119,1501,9071,3105,8514,3101,9797
472,13.9,13.4,13.65,1000,9134,901,9554,3163,9087,3033,L260,1506,9917
473,16.7,13.7,15.2,3155,9504,903,L231,3117,9147,501,8408,3131,L272
474,20,15.1,17.55,1505,9494,1107,9197,3103,8525,1502,L010,3045,9213
475,17.5,16.9,17.2,300,9011,3062,9894,3013,9890,5402,9007,3103,9457
476,15.7,18.4,17.05,1105,L209,604,9219,3153,9628,300,9015,6800,9157
477,13.7,20,16.85,3102,9112,507,9238,604,9081,1202,9204,1107,9006
478,20,15.9,17.95,1103,9223,300,9123,400,9740,7110,9076,3012,L021
479,14.5,13.7,14.1,6800,9119,1204,9554,1204,9011,6800,9156,1107,9023
480,17.7,18.2,17.95,901,9554,1103,9011,7210,9504,3117,8015,1508,9791
481,18.7,15.9,17.3,7065,9500,300,9252,3041,L029,603,9257,300,L187
482,15.1,15.3,15.2,1110,9708,3121,9254,3163,9123,3153,9205,1503,9141
483,16,15.6,15.8,1110,9847,3117,9058,502,8067,1506,9182,1103,L227
484,13.1,14,13.55,1508,9791,7220,L161,6810,L282,1204,9012,1105,L209
485,18.4,15.8,17.1,1000,9785,1103,9113,201,L252,3118,9109,7210,9504
486,16.3,15.4,15.85,7230,9504,3102,9242,1000,9081,903,9348,3331,9213
487,17.6,13.1,15.35,1000,9113,1103,9385,7220,L067,203,9016,1506,9133
488,15.5,19,17.25,3153,9993,3023,9152,400,9205,504,9819,1201,9752
489,17.8,14.7,16.25,3139,9164,1507,9554,1506,9204,505,9181,1501,9071
490,15.5,20,17.75,902,9182,3102,9119,1000,9209,3103,9457,3012,L194
491,12.8,12.8,12.8,1518,L209,6810,L281,1506,9182,1104,9081,6810,L282
492,16.3,13.9,15.1,3102,9112,7230,L066,3064,L104,3139,8442,1111,9707
493,16.7,15.2,15.95,1515,9087,1105,9540,1503,9141,3118,L052,1107,L251
494,20,13.5,16.75,1104,9081,1503,9113,902,9182,3042,9082,1107,L251
495,16.7,15.6,16.15,1107,9192,903,9224,400,9240,1518,9121,1204,9554
496,12.6,16.7,14.65,1103,9113,7002,9500,3138,9119,1501,9071,3062,9675
497,17.1,17.3,17.2,3022,9238,3134,9867,1516,9002,1114,9066,400,9219
498,15.9,12.3,14.1,3153,9629,3141,9003,605,L256,6800,9157,3117,9476
499,15.8,15.8,15.8,1502,L010,1114,9066,902,9181,6800,9240,1508,9791
500,13.8,15.2,14.5,204,9152,1000,9381,3102,9690,300,9194,3031,L140
501,15.2,17.2,16.2,507,9026,3091,9005,3134,9870,3153,9157,3063,9061
502,18,15,16.5,3082,9205,604,9219,3087,9148,1518,9099,904,9147
503,14.3,16.6,15.45,1110,9708,3113,8439,503,9081,506,9548,6810,L282
504,14.1,16.4,15.25,1105,9540,3241,9640,602,9818,1516,9448,7055,9556
505,16.1,14.4,15.25,6800,8014,1507,9813,400,9015,501,9113,3143,9994
506,17.8,17.1,17.45,3182,9109,300,9196,903,L167,604,9081,901,9554
507,16.2,17.8,17,902,9006,7045,9504,3062,9774,1516,8014,1105,9104
508,17.1,16.8,16.95,3102,9242,1110,9847,7055,9556,1518,9345,501,9113
509,15.2,17.4,16.3,3011,9056,3031,8015,3105,9207,501,L192,3023,9994
510,18.3,17.6,17.95,902,9240,5402,9070,300,9194,503,9240,1504,8358
511,15.7,15.2,15.45,1000,9257,3118,9455,300,9041,3182,9123,300,9012
512,15.8,13,14.4,604,8251,1503,L214,1506,9133,506,9813,1506,9139
513,19.1,16,17.55,7040,L101,604,L047,1504,8358,1507,9554,902,9145
514,15.3,18.6,16.95,1000,9146,7001,9500,501,9119,1518,L162,7092,9500
515,16.9,17,16.95,3064,9455,3042,8323,1504,8358,506,9548,501,9146
516,13.1,18.2,15.65,3163,9148,503,9240,3163,9087,602,9003,7055,9556
517,12.8,18.2,15.5,1110,9813,206,9351,3162,9473,1204,9012,505,9006
518,17.4,12.4,14.9,1000,9192,1518,9345,505,9694,7001,9500,6800,9119
519,17.9,16.2,17.05,7210,8141,300,9351,300,9219,400,9147,3135,9104
520,12,12.2,12.1,3153,9157,502,8067,1517,9081,1107,9192,7005,9500
521,15.8,13.7,14.75,1503,9119,3112,L134,1103,L227,902,9181,3241,9056
522,15.2,18.8,17,300,L209,3243,L211,1508,9548,3013,9500,901,9554
523,14,13.9,13.95,400,9020,3101,8476,602,9104,903,9116,1321,9076
524,15,18,16.5,902,9145,1503,9381,3102,9690,1105,L236,902,9240
525,19.8,14.9,17.35,604,9081,400,9707,300,9194,3134,9716,3063,8519
526,12.1,15.9,14,501,9099,1518,L239,1518,9257,3063,9722,7035,8149
527,12.6,12.9,12.75,3023,9152,160,9011,6810,L282,3153,8111,3242,L186
528,12.8,15.7,14.25,300,9041,3135,9455,1107,9023,7085,9500,7220,L161
529,13.7,13.6,13.65,3062,9254,300,9194,1517,9081,502,8067,1503,L096
530,14.1,17,15.55,300,9002,1000,9096,3138,9045,3112,8307,502,9078
531,15.2,15.4,15.3,1503,9113,3117,9242,1518,L162,3186,9179,3123,9130
532,15.5,14.6,15.05,1202,9853,7045,9504,1516,9448,1504,9078,902,9046
533,15,12.1,13.55,3118,9109,3163,9148,3131,9879,604,L173,3165,9731
534,15.7,19.8,17.75,3012,L194,1517,9210,3186,9238,3138,9119,3143,9185
535,20,18.1,19.05,5402,9070,602,9209,3062,9675,1503,9212,1000,9785
536,15.6,18.2,16.9,1107,L251,903,L231,1105,9099,1000,9195,3062,9894
537,14.2,13.4,13.8,3117,9058,1517,9081,3182,9152,1518,L233,1518,9099
538,16.8,15.4,16.1,1111,9707,7005,9500,1204,9012,904,9081,1105,L209
539,18.5,16.6,17.55,3091,9563,3134,9867,1516,8364,3082,9205,1202,9147
540,15.7,13.4,14.55,3182,9205,1518,9474,3032,L181,3052,9485,7110,9217
541,15.8,15.6,15.7,901,9554,903,9089,1519,9098,1516,9157,3062,9853
542,17.4,15.1,16.25,7001,9500,1518,L221,3181,9930,3112,8307,7220,L161
543,14.5,15.5,15,501,9119,400,9225,1105,L209,3031,9994,203,9119
544,15.3,15.4,15.35,602,9016,1105,9099,3102,9123,1517,A013,7001,9500
545,17.5,17.2,17.35,3064,9105,1506,9182,1104,9147,1103,9086,7230,L067
546,16.3,18.6,17.45,3063,8519,904,9081,1204,9761,1203,9123,1105,9125
547,15,13.6,14.3,1107,L251,3131,8264,400,9048,1507,9554,6810,L281
548,17.1,14.8,15.95,503,9240,1107,9143,904,9081,3062,9894,3102,9123
549,11.7,17.9,14.8,400,9016,1000,9209,1105,L209,3122,L033,6800,8029
550,15.4,16.9,16.15,1516,9157,502,8067,7005,9500,3064,9089,150,9181
551,16.1,15.4,15.75,3134,9716,3134,9053,1507,9813,6810,L282,3082,9173
552,15.7,17.6,16.65,1203,9113,3064,9119,1507,9813,1000,L147,902,9139
553,14.5,19.1,16.8,1107,L251,1506,9133,3063,9186,505,9182,1203,9089
554,16.2,20,18.1,6810,L281,1203,L253,1516,8014,1000,9119,3102,9991
555,19.8,16.8,18.3,3105,9087,1107,9023,3138,9242,300,L209,1518,L162
556,16.6,16.4,16.5,3062,9853,3042,9084,3153,8111,1518,9257,3181,9853
557,19.3,13.6,16.45,3045,8309,1000,9096,1503,L096,3031,9242,3152,9119
558,16.8,14.5,15.65,903,L209,7065,9500,3117,9889,501,8408,604,9853
559,14.3,15.8,15.05,7210,8149,1000,L215,3135,9455,1511,9219,502,8067
560,17.4,17.1,17.25,6800,8366,1505,9494,3134,9009,1103,9086,1506,9006
561,18.6,15,16.8,602,9003,3131,9084,6810,L282,902,9204,3062,9853
562,16.8,14.5,15.65,3055,L158,1518,L221,3134,9829,400,9016,3102,9123
563,12.3,20,16.15,904,9147,3131,8002,7105,L118,1107,9197,3145,L008
564,20,16.5,18.25,1000,9499,1102,9257,3062,9894,3117,9476,3135,9117
565,14.9,16.6,15.75,400,9089,1515,9086,1105,9123,1000,L188,903,9015
566,12.4,17.8,15.1,300,9011,505,9133,1107,9143,3164,8516,901,9554
567,15.1,18.2,16.65,1510,9707,300,L223,3141,L259,3032,L181,1000,L112
568,17,14.7,15.85,3063,9061,3182,9205,1516,9229,1103,9223,1506,9182
569,17.5,15,16.25,3064,9455,1516,9002,1508,9548,400,9071,604,8251
570,20,16,18,3181,9850,7230,8143,6800,L030,902,9046,3153,8111
571,15,14.6,14.8,7055,9556,505,9006,1000,9119,501,9119,1101,9554
572,16.3,12.6,14.45,3138,L030,6810,L277,7220,L068,7080,9500,3062,9898
573,14.4,15.8,15.1,3242,9119,3117,9476,3011,8005,903,9348,6800,9219
574,18.2,15.9,17.05,3064,L209,1502,L010,503,9081,1506,9139,1502,8399
575,15,16.7,15.85,1103,9113,7015,8149,1107,L251,1114,9066,1516,9002
576,16.3,18.2,17.25,7220,9504,1107,9192,1105,L209,1518,9121,902,9182
577,16.9,18.3,17.6,3122,9119,1111,9707,1000,9104,204,9081,3032,L181
578,14.7,19.2,16.95,6800,9147,1507,9813,7020,L068,300,9113,6810,L277
579,15.7,16.1,15.9,3182,8517,502,8067,7230,L067,1000,L112,503,9147
580,18.3,15.4,16.85,1104,9081,3134,9053,7220,L067,3105,9207,904,9081
581,15,19.8,17.4,3081,9853,903,9015,3182,9205,400,9707,604,9147
582,17.8,16,16.9,1511,9219,1114,9066,503,9240,1504,8358,1105,L209
583,15.7,13.1,14.4,1510,9162,1103,L227,3105,9178,1518,9099,7210,9504
584,14.7,20,17.35,3121,9853,1510,9162,1107,L251,1105,L236,1202,9081
585,15.9,17.8,16.85,1114,9066,1518,9123,7001,9500,400,9225,3134,9716
586,14.7,15.3,15,150,9238,1503,L214,1504,8358,3053,9111,1105,9540
587,13.7,16,14.85,1202,9254,3134,L070,7035,9500,1518,9125,3134,L070
588,17.4,15.7,16.55,1502,8399,903,8036,300,9146,1502,9904,505,9139
589,15.2,15.4,15.3,3117,9889,1518,L221,300,9204,3142,9084,901,9554
590,16.4,16.9,16.65,906,9155,1000,L188,3152,9112,7220,L161,501,L285
591,17.9,16.7,17.3,502,9078,904,9081,1114,9066,3143,9152,1202,9254
592,18,14.7,16.35,1518,L162,1518,L162,300,L254,1504,8358,903,9116
593,19.4,12.4,15.9,1506,9133,1519,9121,400,9075,3163,9148,1110,9708
594,16.5,16.2,16.35,7001,9500,1107,9197,5402,8399,3123,9003,3063,9801
595,18.1,13.8,15.95,3118,9123,203,9011,1202,9196,1511,9219,1103,9385
596,20,14,17,3051,9085,502,9078,6800,9119,501,9209,1508,9556
597,14.9,15.9,15.4,1000,9081,7045,9504,1506,L097,3331,9244,7002,9500
598,14.3,18.3,16.3,3152,L069,1507,9813,3164,9498,1000,9089,3103,9074
599,17.7,13.4,15.55,6800,9119,602,9143,1503,9381,3138,L030,7110,9217
600,14.7,17.4,16.05,903,9099,3118,L085,903,9116,1510,9162,300,L223
601,16.9,12.6,14.75,3117,9058,502,8067,1516,8364,1507,9554,3105,9207
602,15.8,16.9,16.35,1506,8104,7230,9861,602,9760,1107,9143,7110,9995
603,18.1,14.5,16.3,1000,9243,400,9016,7020,9504,3014,L135,1114,9066
604,16.6,13.3,14.95,1516,8364,3061,L015,1508,9791,400,9139,903,9224
605,12.9,18.9,15.9,903,L231,1518,L209,3134,9053,1504,8358,7210,L066
606,18.4,14.9,16.65,3242,9644,7220,9504,1000,9195,6810,L280,1502,9070
607,16.8,14.1,15.45,6800,8029,3113,9222,3103,L257,1103,9385,3242,9644
608,19,13.2,16.1,1000,L188,3118,9455,7001,9500,502,8067,506,9548
609,14.8,17.1,15.95,1103,9011,3092,9056,400,9074,3055,9725,7020,L068
610,18,15.8,16.9,501,L192,3121,9238,3043,9910,904,9081,1502,L010
611,15.6,16.7,16.15,400,9918,1110,9708,1516,8364,3092,9056,503,9240
612,17.7,17.1,17.4,501,9011,3091,9563,505,9182,3042,9084,1507,9813
613,10.9,16.1,13.5,6800,9081,1504,9078,1503,9226,3062,9853,6810,L276
614,17.7,16.1,16.9,1518,9345,901,9554,6810,L279,6810,L282,501,8408
615,16.9,16.4,16.65,502,9078,1513,L040,1000,9223,7110,9076,1506,8104
616,16.2,18.1,17.15,3163,9087,1107,9197,3131,9879,1510,9068,1503,L204
617,15.1,13.5,14.3,1000,9056,904,9081,1515,9086,300,9455,1101,9554
618,15.1,14.2,14.65,1320,9500,1202,9204,3102,9690,1000,9499,1518,L209
619,14.1,14.7,14.4,3022,9010,1000,9181,6810,L282,1104,9081,3121,9254
620,17.8,17.3,17.55,501,9891,7220,L067,501,9119,1000,8427,300,9015
621,16.6,13.3,14.95,400,9494,3117,8015,7105,9121,3117,8015,1103,L227
622,16.9,15.2,16.05,3331,9645,3117,8015,3113,9231,1516,9019,501,9223
623,16.9,16.7,16.8,7230,8138,1506,9133,1000,9015,7005,9500,3117,8015
624,19.1,12.4,15.75,903,L231,1518,9345,3153,9629,1506,L097,1501,9071
625,14.2,16.6,15.4,3063,9801,3123,9003,203,9011,3101,L099,300,9099
626,17.7,15.3,16.5,1503,9113,6810,L282,3082,9205,1114,9066,3331,9213
627,16.1,17.4,16.75,150,9181,300,L202,1000,9056,203,9016,1000,9056
628,15.8,14.3,15.05,3013,9500,300,L209,1518,9455,501,9113,1110,9708
629,13.5,15.3,14.4,300,9252,1110,9708,902,9204,3113,8438,902,9145
630,17.6,12.9,15.25,904,9081,3152,9862,3131,9807,201,8509,503,9240
631,14.9,16,15.45,3153,9629,507,9238,1504,8358,1306,9219,3087,9254
632,14.3,18.3,16.3,3034,8341,3112,L134,1107,9143,1000,9056,3062,9717
633,17.7,18.2,17.95,3145,L034,3063,9061,1503,9113,1105,9096,3054,L021
634,15.3,11.8,13.55,1504,8358,1508,9556,3101,9797,1107,9182,604,9081
635,15.5,10.9,13.2,1518,9099,501,9119,506,9548,400,9112,902,9917
636,16.3,15.6,15.95,1510,9841,3117,9147,1000,9499,1105,9125,3112,9005
637,15.3,16.1,15.7,3152,9112,7230,8143,501,9113,1503,9223,7055,9500
638,15,15.4,15.2,3122,L033,6800,L188,1501,9069,3092,9056,902,9145
639,15.6,16,15.8,204,9240,3139,8442,1517,A013,502,8067,902,9020
640,15.9,17,16.45,902,9917,1107,9040,604,9026,1510,9841,3102,9205
641,10.5,16.6,13.55,3023,9994,7040,L101,1000,9817,300,9012,1504,9078
642,15.6,14.5,15.05,1504,8358,1201,L237,1503,9119,3062,9054,7045,8149
643,14.4,15,14.7,3182,9254,1114,9066,1507,9554,3163,L153,1110,9708
644,13.9,16,14.95,3138,8398,7015,8149,3131,9807,501,L209,3152,9112
645,14,15,14.5,1107,9139,7035,9500,3091,L034,3153,8111,3135,9089
646,16,17.7,16.85,3034,9173,3135,9119,7110,8011,7045,9504,901,9554
647,16.3,15.7,16,1517,9081,3011,9869,1202,9005,3032,L181,1307,9107
648,16.1,16.6,16.35,1114,9066,1516,9019,505,9006,3103,8525,501,9223
649,14.7,14.9,14.8,400,9257,1202,9254,3063,8519,1107,9694,3012,L194
650,18.6,17.4,18,3242,L186,5402,9007,1105,L209,3121,9853,1516,9238
651,16.7,20,18.35,1000,9785,1103,9086,501,8408,3013,L066,3102,9205
652,14.6,15.8,15.2,3054,L021,7075,9500,6810,L282,7220,L067,1507,9554
653,18.6,15.7,17.15,902,8109,1309,8083,300,9194,501,L285,505,9143
654,17.2,11.5,14.35,3063,9186,3063,9722,400,9139,1516,9157,1111,9707
655,15.6,15.3,15.45,1506,L097,1518,9099,3105,9013,3102,9147,3118,9109
656,14.9,14.3,14.6,6800,9119,1101,9554,1103,9011,1107,L251,1518,9345
657,12.4,15.4,13.9,1000,9195,3331,L071,400,9240,203,9210,502,8067
658,17.1,16.7,16.9,1503,9223,1000,L215,502,8067,1516,8109,400,9139
659,17.3,12.7,15,3063,8519,1203,9113,1517,A001,1000,9223,3135,9455
